VoteIntention,Region,Gender,Ethnicity,MaritalStatus,Age,Housing,Qualifications
Conservative,north west,female,white,Married/Widowed,53,Owns/Outright,GCE
NA,scotland,female,white,Married/Widowed,58,Owns/Mortgage,BA
NA,east midlands,female,white,Married/Widowed,57,Owns/Mortgage,GCE
LiberalDemocrat,west midlands,male,white,Seperated/Divorced,73,Owns/Outright,Technical/None/Other
NA,north west,female,white,Married/Widowed,41,Owns/Mortgage,BA
NA,east midlands,female,white,Partner/Single,56,Owns/Outright,Technical/None/Other
NA,north west,male,mixed background,Married/Widowed,60,Owns/Mortgage,GCE
NA,north west,female,white,Married/Widowed,51,Owns/Outright,BA
Conservative,yorkshire & humberside,female,white,Married/Widowed,57,Owns/Mortgage,GCE
NA,north west,female,white,Married/Widowed,39,Owns/Mortgage,GCE
Labour,scotland,male,white,Married/Widowed,50,Rent/Other,Technical/None/Other
NA,wales,male,white,Married/Widowed,31,Owns/Mortgage,GCE
Conservative,north west,female,white,Married/Widowed,67,Owns/Outright,Technical/None/Other
NA,greater london,male,white,Partner/Single,56,Owns/Mortgage,BA
NA,wales,female,white,Partner/Single,57,Rent/Other,GCE
Conservative,yorkshire & humberside,male,white,Married/Widowed,51,Owns/Mortgage,BA
NA,yorkshire & humberside,male,white,Married/Widowed,58,Owns/Mortgage,BA
LiberalDemocrat,greater london,male,white,Partner/Single,47,Owns/Mortgage,BA
Other,south east,male,white,Married/Widowed,65,Owns/Outright,Technical/None/Other
NA,wales,male,white,Married/Widowed,73,Rent/Other,Technical/None/Other
Conservative,wales,male,white,Married/Widowed,44,Owns/Mortgage,Technical/None/Other
NA,wales,male,white,Married/Widowed,64,Owns/Outright,Technical/None/Other
Conservative,south east,female,white,Partner/Single,28,Rent/Other,Technical/None/Other
NA,west midlands,male,white,Married/Widowed,61,Owns/Mortgage,GCSE
Conservative,south east,female,white,Married/Widowed,60,Owns/Outright,GCSE
Labour,yorkshire & humberside,male,white,Partner/Single,54,Owns/Outright,GCSE
Conservative,south east,female,white,Married/Widowed,60,Owns/Mortgage,GCE
LiberalDemocrat,scotland,male,white,Married/Widowed,63,Owns/Mortgage,GCE
Labour,scotland,male,white,Married/Widowed,47,Owns/Mortgage,BA
NA,north,female,white,Married/Widowed,23,Rent/Other,Technical/None/Other
Other,north,female,white,Married/Widowed,62,Owns/Mortgage,BA
Conservative,north west,female,white,Married/Widowed,63,Owns/Outright,BA
Labour,south east,female,white,Married/Widowed,60,Owns/Mortgage,BA
NA,yorkshire & humberside,male,white,Married/Widowed,50,Owns/Mortgage,GCE
Conservative,south east,female,white,Married/Widowed,55,Owns/Outright,GCE
Conservative,south west,male,white,Married/Widowed,72,Owns/Outright,GCE
NA,east anglia,male,white,Married/Widowed,74,Owns/Outright,BA
Labour,greater london,male,white,Seperated/Divorced,61,Rent/Other,GCSE
NA,west midlands,male,white,Married/Widowed,56,Owns/Outright,Technical/None/Other
NA,west midlands,male,white,Married/Widowed,59,Owns/Mortgage,BA
NA,east midlands,female,white,Partner/Single,45,Owns/Mortgage,GCSE
NA,greater london,male,white,Married/Widowed,79,Owns/Outright,Technical/None/Other
NA,greater london,female,white,Married/Widowed,30,Rent/Other,BA
Other,north,male,white,Married/Widowed,67,Owns/Outright,GCE
NA,south east,female,white,Married/Widowed,35,Owns/Mortgage,BA
NA,wales,female,white,Married/Widowed,73,Owns/Outright,GCE
Other,yorkshire & humberside,female,white,Married/Widowed,63,Owns/Outright,GCE
NA,greater london,male,white,Married/Widowed,40,Owns/Mortgage,GCE
Labour,scotland,female,white,Married/Widowed,33,Owns/Outright,BA
Conservative,greater london,male,white,Married/Widowed,63,Owns/Outright,Technical/None/Other
Conservative,south east,male,white,Married/Widowed,36,Owns/Mortgage,Technical/None/Other
NA,greater london,male,white,Married/Widowed,51,Rent/Other,GCE
Conservative,east midlands,female,white,Married/Widowed,44,Owns/Mortgage,Technical/None/Other
NA,greater london,male,white,Married/Widowed,63,Owns/Outright,GCE
NA,south west,female,white,Married/Widowed,46,Owns/Mortgage,GCE
Labour,yorkshire & humberside,female,white,Married/Widowed,48,Rent/Other,Technical/None/Other
Conservative,south west,female,white,Married/Widowed,71,Owns/Outright,GCE
Labour,north,female,white,Married/Widowed,58,Owns/Outright,Technical/None/Other
NA,north west,male,white,Married/Widowed,34,Owns/Mortgage,Technical/None/Other
Conservative,north west,male,white,Married/Widowed,61,Owns/Outright,GCSE
NA,south east,female,white,Partner/Single,31,Owns/Mortgage,BA
LiberalDemocrat,west midlands,female,white,Partner/Single,32,Owns/Outright,Technical/None/Other
NA,north,male,white,Partner/Single,23,Rent/Other,BA
NA,north west,female,white,Married/Widowed,68,Owns/Outright,GCE
Conservative,south west,male,white,Married/Widowed,77,Owns/Outright,BA
Conservative,south east,female,white,Married/Widowed,48,Owns/Mortgage,BA
NA,yorkshire & humberside,male,white,Partner/Single,30,Owns/Mortgage,BA
Conservative,south east,female,white,Partner/Single,34,Rent/Other,BA
Conservative,north west,female,white,Married/Widowed,56,Owns/Outright,GCSE
Other,south east,female,white,Married/Widowed,62,Owns/Outright,BA
Labour,east midlands,female,white,Married/Widowed,61,Owns/Outright,Technical/None/Other
NA,north,female,white,Married/Widowed,43,Owns/Mortgage,BA
NA,greater london,female,white,Partner/Single,26,Rent/Other,BA
NA,greater london,female,white,Seperated/Divorced,69,Owns/Outright,Technical/None/Other
Other,east anglia,male,white,Married/Widowed,63,Owns/Outright,BA
NA,west midlands,male,white,Partner/Single,42,Owns/Outright,BA
NA,scotland,male,white,Married/Widowed,43,Rent/Other,Technical/None/Other
NA,north west,female,white,Seperated/Divorced,58,Owns/Outright,Technical/None/Other
Other,north,male,white,Married/Widowed,75,Owns/Outright,GCSE
LiberalDemocrat,south west,female,white,Seperated/Divorced,56,Owns/Mortgage,BA
Other,yorkshire & humberside,male,white,Married/Widowed,62,Owns/Outright,Technical/None/Other
NA,greater london,male,white,Partner/Single,25,Rent/Other,GCE
NA,yorkshire & humberside,female,white,Partner/Single,30,Owns/Mortgage,BA
NA,north west,female,white,Partner/Single,37,Rent/Other,Technical/None/Other
NA,greater london,female,white,Married/Widowed,61,Owns/Outright,GCE
LiberalDemocrat,north,female,white,Partner/Single,31,Rent/Other,GCE
Conservative,south east,female,white,Partner/Single,49,Owns/Mortgage,GCE
LiberalDemocrat,yorkshire & humberside,female,white,Seperated/Divorced,51,Owns/Mortgage,GCE
NA,yorkshire & humberside,male,white,Seperated/Divorced,42,Owns/Mortgage,Technical/None/Other
Conservative,north,male,white,Married/Widowed,62,Owns/Outright,Technical/None/Other
Labour,scotland,female,white,Married/Widowed,39,Owns/Mortgage,GCE
NA,west midlands,male,white,Married/Widowed,28,Owns/Mortgage,BA
LiberalDemocrat,south east,female,white,Seperated/Divorced,56,Owns/Outright,GCSE
Conservative,south west,male,white,Partner/Single,20,Owns/Mortgage,BA
NA,east midlands,female,white,Married/Widowed,41,Owns/Mortgage,Technical/None/Other
NA,south west,male,white,Married/Widowed,68,Owns/Outright,BA
NA,east midlands,female,white,Married/Widowed,57,Owns/Mortgage,GCE
Conservative,east anglia,female,white,Married/Widowed,42,Owns/Mortgage,Technical/None/Other
Conservative,south west,female,white,Partner/Single,26,Rent/Other,Technical/None/Other
Conservative,yorkshire & humberside,male,white,Partner/Single,21,Owns/Outright,BA
Labour,scotland,female,white,Married/Widowed,63,Owns/Mortgage,GCSE
Conservative,south east,male,white,Partner/Single,58,Owns/Outright,GCE
Conservative,south east,female,white,Seperated/Divorced,58,Owns/Mortgage,BA
Conservative,south east,female,white,Married/Widowed,63,Owns/Outright,Technical/None/Other
Conservative,north,female,white,Partner/Single,53,Owns/Mortgage,GCE
NA,scotland,male,white,Partner/Single,43,Owns/Mortgage,BA
NA,north west,female,white,Married/Widowed,37,Owns/Mortgage,GCE
Conservative,south east,female,white,Married/Widowed,65,Owns/Outright,Technical/None/Other
Labour,east midlands,female,white,Seperated/Divorced,55,Owns/Mortgage,BA
Conservative,east anglia,male,white,Married/Widowed,65,Owns/Outright,Technical/None/Other
LiberalDemocrat,south east,female,white,Partner/Single,43,Rent/Other,GCE
NA,north west,female,white,Partner/Single,64,Rent/Other,Technical/None/Other
LiberalDemocrat,scotland,male,white,Partner/Single,38,Owns/Outright,BA
NA,west midlands,male,white,Married/Widowed,69,Owns/Outright,GCSE
Conservative,north,male,white,Partner/Single,64,Owns/Mortgage,GCE
Labour,north west,male,white,Married/Widowed,63,Owns/Mortgage,BA
NA,north west,male,white,Married/Widowed,70,Owns/Outright,Technical/None/Other
NA,yorkshire & humberside,male,white,Married/Widowed,68,Owns/Mortgage,Technical/None/Other
LiberalDemocrat,east midlands,female,white,Married/Widowed,85,Owns/Mortgage,Technical/None/Other
NA,scotland,female,white,Married/Widowed,46,Owns/Mortgage,Technical/None/Other
NA,south east,female,white,Married/Widowed,47,Owns/Mortgage,GCE
Labour,north west,male,white,Partner/Single,52,Owns/Outright,Technical/None/Other
Conservative,north,male,white,Married/Widowed,65,Owns/Outright,BA
Labour,south east,female,white,Married/Widowed,44,Owns/Mortgage,Technical/None/Other
LiberalDemocrat,south west,female,white,Married/Widowed,49,Owns/Outright,BA
Labour,greater london,female,white,Partner/Single,38,Owns/Outright,BA
Conservative,north,male,white,Married/Widowed,56,Owns/Outright,GCE
Labour,east anglia,male,white,Partner/Single,45,Owns/Outright,Technical/None/Other
Conservative,north west,male,white,Married/Widowed,83,Owns/Outright,GCE
Conservative,greater london,male,white,Partner/Single,38,Owns/Mortgage,BA
LiberalDemocrat,east anglia,male,white,Partner/Single,48,Owns/Outright,GCE
NA,north west,female,white,Married/Widowed,50,Owns/Outright,Technical/None/Other
Labour,scotland,male,white,Partner/Single,35,Rent/Other,BA
NA,north west,male,white,Married/Widowed,58,Owns/Outright,Technical/None/Other
NA,scotland,female,white,Married/Widowed,60,Owns/Mortgage,BA
NA,south west,male,white,Married/Widowed,50,Owns/Mortgage,BA
Conservative,greater london,female,white,Married/Widowed,58,Owns/Outright,GCE
LiberalDemocrat,greater london,female,white,Married/Widowed,64,Owns/Outright,GCE
Other,scotland,male,white,Married/Widowed,57,Owns/Outright,BA
NA,east midlands,male,white,Partner/Single,32,Rent/Other,BA
NA,south east,female,white,Married/Widowed,59,Owns/Mortgage,Technical/None/Other
LiberalDemocrat,west midlands,female,white,Married/Widowed,29,Rent/Other,Technical/None/Other
NA,south east,male,white,Partner/Single,40,Owns/Mortgage,GCE
NA,west midlands,male,white,Partner/Single,54,Rent/Other,GCE
NA,south west,male,white,Married/Widowed,59,Rent/Other,Technical/None/Other
Labour,yorkshire & humberside,female,white,Married/Widowed,28,Rent/Other,BA
NA,greater london,female,other ethnic background,Seperated/Divorced,61,Owns/Outright,GCSE
Conservative,south west,male,white,Married/Widowed,83,Owns/Outright,BA
LiberalDemocrat,greater london,female,white,Partner/Single,30,Owns/Mortgage,Technical/None/Other
NA,yorkshire & humberside,female,white,Married/Widowed,58,Owns/Outright,BA
Labour,greater london,female,white,Married/Widowed,62,Owns/Outright,Technical/None/Other
NA,east midlands,female,white,Partner/Single,32,Owns/Mortgage,BA
Conservative,south east,male,white,Married/Widowed,44,Owns/Mortgage,GCE
NA,south west,female,white,Partner/Single,28,Rent/Other,GCSE
LiberalDemocrat,wales,female,white,Married/Widowed,47,Owns/Mortgage,GCE
Labour,greater london,male,white,Married/Widowed,68,Owns/Outright,BA
NA,south west,female,white,Married/Widowed,59,Rent/Other,Technical/None/Other
Conservative,south east,male,white,Partner/Single,41,Owns/Mortgage,Technical/None/Other
NA,west midlands,male,white,Married/Widowed,39,Owns/Mortgage,BA
Other,scotland,female,white,Married/Widowed,52,Owns/Mortgage,BA
NA,wales,female,white,Married/Widowed,59,Owns/Outright,GCE
Labour,south east,female,white,Married/Widowed,42,Owns/Outright,GCE
NA,south east,male,other ethnic background,Partner/Single,41,Rent/Other,BA
Labour,west midlands,female,white,Partner/Single,47,Owns/Mortgage,GCE
Conservative,south west,male,white,Married/Widowed,70,Owns/Outright,Technical/None/Other
NA,south east,male,asian or asian british,Partner/Single,26,Owns/Mortgage,GCE
Labour,south east,female,white,Seperated/Divorced,53,Owns/Mortgage,BA
NA,scotland,female,white,Married/Widowed,51,Owns/Outright,GCSE
LiberalDemocrat,east anglia,male,white,Partner/Single,29,Rent/Other,GCE
NA,scotland,male,white,Partner/Single,25,Owns/Mortgage,BA
NA,wales,male,white,Married/Widowed,44,Owns/Mortgage,GCE
Labour,north,male,white,Partner/Single,22,Owns/Mortgage,GCE
NA,east anglia,female,white,Partner/Single,68,Owns/Outright,GCSE
Conservative,south east,male,white,Seperated/Divorced,66,Rent/Other,GCSE
LiberalDemocrat,south west,female,white,Partner/Single,29,Owns/Mortgage,BA
Conservative,east anglia,male,white,Married/Widowed,67,Owns/Outright,Technical/None/Other
Conservative,greater london,female,white,Partner/Single,30,Owns/Mortgage,BA
NA,north west,male,mixed background,Married/Widowed,63,Rent/Other,GCE
LiberalDemocrat,scotland,male,white,Married/Widowed,77,Owns/Outright,Technical/None/Other
NA,greater london,male,white,Partner/Single,23,Owns/Mortgage,GCE
NA,north west,male,white,Married/Widowed,79,Owns/Outright,Technical/None/Other
NA,greater london,female,white,Partner/Single,24,Rent/Other,BA
Conservative,east anglia,male,mixed background,Partner/Single,20,Owns/Outright,GCE
Conservative,south east,female,white,Married/Widowed,32,Rent/Other,GCE
LiberalDemocrat,south east,male,white,Partner/Single,24,Owns/Outright,BA
NA,south east,female,white,Married/Widowed,61,Owns/Outright,Technical/None/Other
NA,greater london,female,white,Married/Widowed,60,Owns/Outright,BA
Conservative,east anglia,male,white,Married/Widowed,62,Owns/Mortgage,Technical/None/Other
Other,wales,male,white,Married/Widowed,58,Owns/Mortgage,Technical/None/Other
Conservative,yorkshire & humberside,female,white,Married/Widowed,58,Owns/Mortgage,Technical/None/Other
NA,north west,female,white,Seperated/Divorced,66,Owns/Mortgage,BA
NA,north west,male,white,Married/Widowed,62,Rent/Other,GCE
Labour,north west,female,white,Married/Widowed,39,Owns/Mortgage,GCSE
NA,greater london,male,white,Partner/Single,50,Owns/Mortgage,GCSE
NA,south east,female,white,Partner/Single,22,Rent/Other,Technical/None/Other
NA,south east,male,white,Partner/Single,35,Rent/Other,Technical/None/Other
Labour,yorkshire & humberside,male,white,Partner/Single,36,Owns/Outright,GCE
Conservative,yorkshire & humberside,female,white,Partner/Single,65,Owns/Outright,GCE
Conservative,north west,male,white,Partner/Single,33,Owns/Outright,GCE
Labour,south east,female,white,Married/Widowed,62,Rent/Other,Technical/None/Other
NA,scotland,female,white,Married/Widowed,56,Owns/Outright,Technical/None/Other
Conservative,south west,male,white,Married/Widowed,77,Owns/Outright,GCE
LiberalDemocrat,west midlands,female,white,Married/Widowed,56,Owns/Mortgage,BA
Conservative,west midlands,male,white,Partner/Single,46,Owns/Mortgage,GCE
NA,west midlands,female,white,Married/Widowed,56,Owns/Outright,GCE
NA,south east,male,white,Partner/Single,32,Owns/Mortgage,BA
Conservative,south east,male,white,Married/Widowed,61,Owns/Mortgage,GCSE
NA,north west,male,white,Married/Widowed,62,Owns/Outright,Technical/None/Other
Labour,east midlands,female,white,Married/Widowed,58,Owns/Mortgage,Technical/None/Other
Conservative,east midlands,female,white,Partner/Single,29,Rent/Other,GCE
NA,greater london,female,white,Partner/Single,47,Rent/Other,Technical/None/Other
NA,east midlands,male,white,Married/Widowed,68,Owns/Mortgage,Technical/None/Other
NA,south west,female,white,Married/Widowed,57,Owns/Outright,Technical/None/Other
LiberalDemocrat,north west,male,white,Married/Widowed,66,Owns/Outright,GCSE
LiberalDemocrat,scotland,female,mixed background,Seperated/Divorced,62,Rent/Other,GCE
LiberalDemocrat,west midlands,male,white,Partner/Single,46,Owns/Outright,BA
NA,scotland,female,white,Married/Widowed,33,Owns/Mortgage,GCE
Conservative,south east,male,white,Married/Widowed,58,Rent/Other,GCE
NA,south west,female,white,Married/Widowed,52,Owns/Outright,BA
